Gen_ID	DateMean	Locality	Pol_En	Mt_hapgrp
PB672.SG	-3492	Ireland, Clare, Parknabinnia	Ireland	T2c1d
PB675.SG	-3221	Ireland, Clare, Parknabinnia	Ireland	H1
PB754.SG	-3425	Ireland, Clare, Parknabinnia	Ireland	U5b2a3
PB768.SG	-3525	Ireland, Clare, Parknabinnia	Ireland	H4a1a1
PN03.SG	-3510	Ireland, Clare, Poulnabrone	Ireland	K1a1
PN06.SG	-3509	Ireland, Clare, Poulnabrone	Ireland	H
PN07.SG	-3460	Ireland, Clare, Poulnabrone	Ireland	U5b1c
PN12.SG	-3433	Ireland, Clare, Poulnabrone	Ireland	H
PN16.SG	-3492	Ireland, Clare, Poulnabrone	Ireland	K1b1a1
bally_noUDG.SG	-3181	Ballynahatty,  County Down	Ireland	HV0
CAK534.SG	-2850	Ireland, Sligo, Carrowkeel	Ireland	X2b4
VK543_noUDG.SG	850	Eyrephort	Ireland	I2
VK544_noUDG.SG	850	Dublin, Finglas	Ireland	H24a
VK545_noUDG.SG	765	Dublin, Ship Street Great	Ireland	H1bb
VK546_noUDG.SG	850	Dublin, Islandbridge	Ireland	HV6
I8582	-2075	Isle of Man, Rushen, Strandhall	Isle of Man	H2a1e1
VK170_noUDG.SG	900	IsleOfMan, Balladoole	Isle of Man	HV9b
ASH066	-1234	Ashkelon	Israel	T2c1c
ASH067	-1256	Ashkelon	Israel	H92
ASH2-3	-1263	Ashkelon	Israel	I1
ASH068	-1217	Ashkelon	Israel	T1a1
ASH008	-1145	Ashkelon	Israel	H2c
ASH087	-1150	Ashkelon	Israel	H4a1c
ASH135	-1150	Ashkelon	Israel	JT
ASH029	-1563	Ashkelon	Israel	H66
ASH033	-1689	Ashkelon	Israel	N
ASH034	-1600	Ashkelon	Israel	U3b1a
I0644	-4000	Upper Galilee, Peki'in	Israel	H2
I1152	-4000	Upper Galilee, Peki'in	Israel	J2a2
I1154	-4000	Upper Galilee, Peki'in	Israel	T2c1c1
I1160	-4000	Upper Galilee, Peki'in	Israel	I6
I1164	-4000	Upper Galilee, Peki'in	Israel	J2a2d
I1165	-4000	Upper Galilee, Peki'in	Israel	HV1a'b'c
I1168	-4000	Upper Galilee, Peki'in	Israel	T2e
I1169	-4000	Upper Galilee, Peki'in	Israel	J2a2d
I1170	-4000	Upper Galilee, Peki'in	Israel	T1a2
I1171	-4000	Upper Galilee, Peki'in	Israel	K1a
I1172	-4000	Upper Galilee, Peki'in	Israel	K1a
I1178	-4000	Upper Galilee, Peki'in	Israel	I6
I1179	-4000	Upper Galilee, Peki'in	Israel	T2e
I1182	-4000	Upper Galilee, Peki'in	Israel	T1a
I1184	-4000	Upper Galilee, Peki'in	Israel	T1
I1187	-4000	Upper Galilee, Peki'in	Israel	R0
I1180	-4000	Upper Galilee, Peki'in	Israel	T2
I1166	-4000	Upper Galilee, Peki'in	Israel	R0a
I1155	-4000	Upper Galilee, Peki'in	Israel	K1a
I1177	-4000	Upper Galilee, Peki'in	Israel	N1b1
I1181	-4000	Upper Galilee, Peki'in	Israel	T2
I4517	-1001	Megiddo, Jezreel Valley	Israel	K1a
I2201	-939	Abel Beth Maacah	Israel	X2
I4521	-2244	Megiddo, Jezreel Valley	Israel	H20a
I11095	1550	Southwest Israel, Tell el-Hesi	Israel	J2b1a
I11094	1550	Southwest Israel, Tell el-Hesi	Israel	J2b1a
KFH2_KFH002.A0101	-7641	Kfar HaHoresh	Israel	N1a1b
I10092	-1800	Megiddo, Jezreel Valley	Israel	N1b1a2
I10093	-1800	Megiddo, Jezreel Valley	Israel	N1b1
I10097	-1550	Megiddo, Jezreel Valley	Israel	T1a
I10099	-1550	Megiddo, Jezreel Valley	Israel	T2c1a
I10101	-1550	Megiddo, Jezreel Valley	Israel	U2e1b
I10104	-1875	Megiddo, Jezreel Valley	Israel	T2e
I10106	-1600	Megiddo, Jezreel Valley	Israel	T2b7a
I10264	-1800	Megiddo, Jezreel Valley	Israel	T1a
I10268	-1903	Megiddo, Jezreel Valley	Israel	K
I10768	-1550	Megiddo, Jezreel Valley	Israel	J2a2a2
I10770	-1500	Megiddo, Jezreel Valley	Israel	T2c1
I10771	-1600	Megiddo, Jezreel Valley	Israel	U1a1a3
I2062	-1220	Tel Shadud	Israel	H
I2190	-1401	Megiddo, Jezreel Valley	Israel	H14a
I2195	-1422	Megiddo, Jezreel Valley	Israel	U3b
I2198	-1470	Megiddo, Jezreel Valley	Israel	H5'36
I3832	-1350	Hazor	Israel	N1b1a2
I3965	-1700	Hazor	Israel	HV1b3
I4518	-1425	Megiddo, Jezreel Valley	Israel	HV2a1
I4519	-1475	Megiddo, Jezreel Valley	Israel	H
I4525	-1550	Megiddo, Jezreel Valley	Israel	K1a18
I6928	-1775	Yehud	Israel	H40a
I7002	-1775	Yehud	Israel	J1c2i
I7003	-1775	Yehud	Israel	N1b1a2
I7182	-1775	Yehud	Israel	T1a2
I8187	-1725	Megiddo, Jezreel Valley	Israel	H2a2a
I10361	-1550	Megiddo, Jezreel Valley	Israel	J1d
I10769	-1500	Megiddo, Jezreel Valley	Israel	T2c1
I10096	-1550	Megiddo, Jezreel Valley	Israel	X
I7180	-1775	Yehud	Israel	T1a
I7184	-1775	Yehud	Israel	U1a1
I10100	-1598	Megiddo, Jezreel Valley	Israel	T2
I2200	-1550	Megiddo, Jezreel Valley	Israel	U3b
I10359	-1562	Megiddo, Jezreel Valley	Israel	J1d1a1
I1934	-1250	Tel Shadud	Israel	I5a1
I6461	-1350	Baq'ah	Jordan	N1b1a
I10270	-1550	Megiddo, Jezreel Valley	Israel	U2e1b
I8188	-1725	Megiddo, Jezreel Valley	Israel	U2d
I1685	-10750	Raqefet Cave	Israel	J2a2
I0861	-10750	Raqefet Cave	Israel	JT
I1069	-10750	Raqefet Cave	Israel	HV
I1687	-11343	Raqefet Cave	Israel	H2a
I0867	-6750	Motza	Israel	K1a4b
VEN001	725	Basilicata, Potenza, Venosa	Italy	N3a
VEN002	725	Basilicata, Potenza, Venosa	Italy	U5a1c
VEN005	700	Basilicata, Potenza, Venosa	Italy	HV0e
VEN006	700	Basilicata, Potenza, Venosa	Italy	T1a
VEN008	700	Basilicata, Potenza, Venosa	Italy	H6c
VEN009	700	Basilicata, Potenza, Venosa	Italy	L2b1a
VEN010	700	Basilicata, Potenza, Venosa	Italy	W6
VEN012	700	Basilicata, Potenza, Venosa	Italy	J1c3
VEN013	700	Basilicata, Potenza, Venosa	Italy	H14a
VEN014	700	Basilicata, Potenza, Venosa	Italy	H
VEN015	700	Basilicata, Potenza, Venosa	Italy	H1
VEN016	700	Basilicata, Potenza, Venosa	Italy	I1b
VEN018	700	Basilicata, Potenza, Venosa	Italy	H5a1g1a
VEN021	700	Basilicata, Potenza, Venosa	Italy	U5a2d1
VEN022	700	Basilicata, Potenza, Venosa	Italy	H7a1
VEN017	700	Basilicata, Potenza, Venosa	Italy	H35
BRC003.SG	-1497	Vicenza, Berici Hills, Grottina dei Covoloni del Broion	Italy	U4a2f
BRC007.SG	-1541	Vicenza, Berici Hills, Grottina dei Covoloni del Broion	Italy	K1a1b1
BRC001.SG	-3111	Vicenza, Berici Hills, Grottina dei Covoloni del Broion	Italy	J2a1a1
BRC022.SG	-3202	Vicenza, Berici Hills, Grottina dei Covoloni del Broion	Italy	H5a1
BRC010.SG	-1854	Vicenza, Berici Hills, Grottina dei Covoloni del Broion	Italy	H
BRC030.SG	-1822	Vicenza, Berici Hills, Grottina dei Covoloni del Broion	Italy	K1a4a1e
R1014_oEEF.SG	-5124	Monte San Biagio	Italy	N1a1a1a3
R19.SG	-5196	Marche, Ripabianca di Monterado	Italy	U5b3a1
R16.SG	-5252	Marche, Ripabianca di Monterado	Italy	U5b2b3
R17.SG	-5266	Marche, Ripabianca di Monterado	Italy	U8b1b
R18.SG	-5321	Marche, Ripabianca di Monterado	Italy	H2a
R1.SG	-882	Martinsicuro	Italy	U5a2b
R475.SG	-650	Civitavecchia	Italy	T2b32
R437.SG	-300	Palestrina Selciata	Italy	H10
R850.SG	-650	Ardea	Italy	T2c1f
R1015.SG	-850	Veio Grotta Gramiccia	Italy	K1a4
R1016.SG	-800	Castel di Decima	Italy	H1aj1a
R1021.SG	-650	Boville Ernica	Italy	U4a1a
R435.SG	-400	Palestrina Colombella	Italy	H11a
R473.SG	-650	Civitavecchia	Italy	U5a1
R474.SG	-650	Civitavecchia	Italy	H
R851.SG	-650	Ardea	Italy	H2a
R45.SG	200	Isola Sacra	Italy	U3b1
R80.SG	110	Viale Rossini (Necropoli Salaria)	Italy	U6a5
R111.SG	100	Via Paisiello (Necropoli Salaria)	Italy	H
R1551.SG	153	Monterotondo	Italy	H
R68.SG	200	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	U7a4a1a
R1547.SG	136	Monterotondo	Italy	K1a7
R1550.SG	136	Monterotondo	Italy	T2c1c
R42.SG	87	Isola Sacra	Italy	U1a1
R70.SG	200	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	T1a
R67.SG	200	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	T2c1
R132.SG	280	Marcellino & Pietro	Italy	R0a2j
R116.SG	100	Via Paisiello (Necropoli Salaria)	Italy	U3a2
R37.SG	200	Isola Sacra	Italy	U6a6a1
R113.SG	100	Via Paisiello (Necropoli Salaria)	Italy	H26a1
R114.SG	100	Via Paisiello (Necropoli Salaria)	Italy	U1b1
R115.SG	100	Via Paisiello (Necropoli Salaria)	Italy	U4
R123.SG	170	Casale del dolce	Italy	T2a1b
R125.SG	200	Casale del dolce	Italy	T2k
R126.SG	300	Casale del dolce	Italy	U6a7c1
R128.SG	200	Casale del dolce	Italy	HV
R131.SG	100	Via Paisiello (Necropoli Salaria)	Italy	T1a12
R1543.SG	200	Mazzano Romano	Italy	H1e
R1544.SG	200	Mazzano Romano	Italy	J1c
R1545.SG	200	Mazzano Romano	Italy	H8c
R1548.SG	136	Monterotondo	Italy	H2a
R1549.SG	136	Monterotondo	Italy	U5b2b3
R38.SG	200	Isola Sacra	Italy	T2d2
R39.SG	152	Isola Sacra	Italy	J2b1c1
R40.SG	200	Isola Sacra	Italy	K1a4a
R41.SG	200	Isola Sacra	Italy	H5a1
R43.SG	200	Isola Sacra	Italy	H7f
R436.SG	100	Palestrina Antina	Italy	U5b3a
R44.SG	200	Isola Sacra	Italy	T2
R47.SG	295	Centocelle	Italy	J1c1c
R49.SG	200	Centocelle	Italy	H1u
R50.SG	251	Centocelle	Italy	H5
R51.SG	200	Centocelle	Italy	U3b1
R66.SG	200	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	T2
R69.SG	200	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	X2l
R71.SG	200	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	H5
R72.SG	200	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	T2g
R73.SG	200	ANAS (Azienda Nazionale Autonoma delle Strada)	Italy	J2a1a1a
R75.SG	100	Viale Rossini (Necropoli Salaria)	Italy	H14a
R76.SG	100	Viale Rossini (Necropoli Salaria)	Italy	T2c1a
R78.SG	100	Viale Rossini (Necropoli Salaria)	Italy	D4j11
R81.SG	100	Viale Rossini (Necropoli Salaria)	Italy	K1b1c
R835.SG	136	Civitanova Marche	Italy	H2a5
R836.SG	136	Civitanova Marche	Italy	H5n
R105.SG	500	Crypta Balbi	Italy	T1a
R108.SG	500	Crypta Balbi	Italy	T2b
R109.SG	500	Crypta Balbi	Italy	H1ba
R110.SG	500	Crypta Balbi	Italy	H1e
R33.SG	500	Mausoleo di Augusto	Italy	K1a
R106.SG	500	Crypta Balbi	Italy	J2a1a1a2
R31.SG	412	Mausoleo di Augusto	Italy	K1c1
R104.SG	631	Crypta Balbi	Italy	U5b3a1a
R107.SG	500	Crypta Balbi	Italy	T2h
R117.SG	500	San Ercolano	Italy	T2b
R118.SG	500	San Ercolano	Italy	H1e1a
R120.SG	500	San Ercolano	Italy	I1c
R121.SG	500	San Ercolano	Italy	H17
R122.SG	500	San Ercolano	Italy	J1c
R130.SG	400	Marcellino & Pietro	Italy	H107
R133.SG	400	Marcellino & Pietro	Italy	HV1a3
R134.SG	400	Marcellino & Pietro	Italy	K1a4c1
R136.SG	400	Marcellino & Pietro	Italy	T2d2
R137.SG	400	Marcellino & Pietro	Italy	U5b2a1a
R30.SG	500	Mausoleo di Augusto	Italy	L4a2
R32.SG	500	Mausoleo di Augusto	Italy	H2a1
R34.SG	500	Mausoleo di Augusto	Italy	H
R35.SG	500	Celio	Italy	H32
R36.SG	500	Celio	Italy	T1a1
LSC002.SG	-2669	Latino, Sonnino, Grotta La Sassa	Italy	H1bv1
LSC005.SG	-2683	Latino, Sonnino, Grotta La Sassa	Italy	H1e5a
LSC011.SG	-2636	Latino, Sonnino, Grotta La Sassa	Italy	J1c1
TAQ003	841	Lazio, Viterbo, Tarquinia	Italy	X2n
TAQ009	978	Lazio, Viterbo, Tarquinia	Italy	T1b2
TAQ011	959	Lazio, Viterbo, Tarquinia	Italy	L2a1c3a
TAQ022	1091	Lazio, Viterbo, Tarquinia	Italy	H
TAQ002	-10	Lazio, Viterbo, Tarquinia	Italy	H
TAQ004	-201	Lazio, Viterbo, Tarquinia	Italy	H
TAQ006	-201	Lazio, Viterbo, Tarquinia	Italy	HV22
TAQ007	-290	Lazio, Viterbo, Tarquinia	Italy	H5
TAQ008	-201	Lazio, Viterbo, Tarquinia	Italy	HV0
TAQ010	-201	Lazio, Viterbo, Tarquinia	Italy	H13a1a1d
TAQ012	-201	Lazio, Viterbo, Tarquinia	Italy	H1
TAQ013	-201	Lazio, Viterbo, Tarquinia	Italy	U5a1a2a
TAQ015	-146	Lazio, Viterbo, Tarquinia	Italy	H5a7
TAQ016	-201	Lazio, Viterbo, Tarquinia	Italy	H1bz
TAQ019	-223	Lazio, Viterbo, Tarquinia	Italy	J1c3
TAQ023	-315	Lazio, Viterbo, Tarquinia	Italy	U5b2a3
TAQ024	-217	Lazio, Viterbo, Tarquinia	Italy	T2e
TAQ017	-150	Lazio, Viterbo, Tarquinia	Italy	T2e
TAQ005	-168	Lazio, Viterbo, Tarquinia	Italy	T2d2
TAQ001	-150	Lazio, Viterbo, Tarquinia	Italy	T2e
TAQ018	-168	Lazio, Viterbo, Tarquinia	Italy	W6a
TAQ020	196	Lazio, Viterbo, Tarquinia	Italy	H44a
TAQ021	386	Lazio, Viterbo, Tarquinia	Italy	X1
R970.SG	1650	Tivoli Palazzo Cianti	Italy	J1b3
R1219.SG	1442	Cancelleria	Italy	H11a
R1220.SG	1485	Cancelleria	Italy	T2f1a1
R1221.SG	1485	Cancelleria	Italy	H1e2
R1224.SG	1485	Cancelleria	Italy	T2b4f
R1286.SG	1430	Cancelleria	Italy	H1g1
R1288.SG	1425	Cancelleria	Italy	I3a1
R1289.SG	1425	Cancelleria	Italy	K1a4a1
R55.SG	1355	Villa Magna	Italy	J2b1a
R61.SG	1355	Villa Magna	Italy	HV
R62.SG	1215	Villa Magna	Italy	HV0a
R63.SG	990	Villa Magna	Italy	K1a2a
R1283.SG	855	Cancelleria	Italy	H12
R1285.SG	1015	Cancelleria	Italy	T2c1a
R1287.SG	1425	Cancelleria	Italy	T2b
R1290.SG	1348	Cancelleria	Italy	H1c3a
R52.SG	1355	Villa Magna	Italy	T1a1
R53.SG	1355	Villa Magna	Italy	U2e1c1
R54.SG	1355	Villa Magna	Italy	H4a1
R56.SG	1355	Villa Magna	Italy	U5b3f
R57.SG	1355	Villa Magna	Italy	I1a1a3
R58.SG	1100	Villa Magna	Italy	H1c3
R59.SG	905	Villa Magna	Italy	N1b1a
R60.SG	905	Villa Magna	Italy	T2c1
R64.SG	1110	Villa Magna	Italy	HV0a
R65.SG	1110	Villa Magna	Italy	T2b
R969.SG	1650	Tivoli Palazzo Cianti	Italy	U5b
R973.SG	1650	Tivoli Palazzo Cianti	Italy	HV
VK538_noUDG.SG	1150	Foggia, Cancarro	Italy	H
VK537_noUDG.SG	1150	Foggia, Cancarro	Italy	V
VK534_noUDG.SG	1184	Foggia, San Lorenzo	Italy	H1
VK535_noUDG.SG	1250	Foggia, San Lorenzo	Italy	T1a5
VK536_noUDG.SG	1150	Foggia, Cancarro	Italy	H3h6
R7.SG	-8756	Abruzzo, Grotta de Continenza	Italy	U5b1
R11.SG	-9918	Abruzzo, Grotta de Continenza	Italy	U5b1
R15.SG	-7136	Abruzzo, Grotta de Continenza	Italy	U5b3
I1979	-2065	Emilia Romagna, Parma, Via Guidorossi	Italy	T2b3
I2477	-2065	Emilia Romagna, Parma, Via Guidorossi	Italy	T2b3
I2478	-2056	Emilia Romagna, Parma, Via Guidorossi	Italy	K
CL102	605	Piedmont, Collegno	Italy	H1i2
CL146	605	Piedmont, Collegno	Italy	T2b3
CL84	605	Piedmont, Collegno	Italy	H1t
CL93	605	Piedmont, Collegno	Italy	J2b1a
CL145	605	Piedmont, Collegno	Italy	T2b
CL83	605	Piedmont, Collegno	Italy	H1
CL151	605	Piedmont, Collegno	Italy	T2b
CL87	605	Piedmont, Collegno	Italy	H1
CL92	605	Piedmont, Collegno	Italy	H
CL23	605	Piedmont, Collegno	Italy	H
CL36	605	Piedmont, Collegno	Italy	X2b
CL47	605	Piedmont, Collegno	Italy	H11a
CL53	605	Piedmont, Collegno	Italy	H11a
CL57	605	Piedmont, Collegno	Italy	H24a
CL63	605	Piedmont, Collegno	Italy	H
CL94	605	Piedmont, Collegno	Italy	K1c1
CL121	605	Piedmont, Collegno	Italy	T2b
CL25	605	Piedmont, Collegno	Italy	H
CL30	605	Piedmont, Collegno	Italy	I1b
CL38	605	Piedmont, Collegno	Italy	X2
CL31	605	Piedmont, Collegno	Italy	H18
Iceman_noUDG.SG	-3249	Trentino-South Tyrol, Oetz valley	Italy	K1
RISE487_noUDG.SG	-3257	Lombardy, Remedello di Sotto	Italy	H2a
RISE489_noUDG.SG	-2752	Lombardy, Remedello di Sotto	Italy	X2c1
RISE486_noUDG.SG	-1952	Lombardy, Remedello di Sotto	Italy	J1c1b
Villabruna_noUDG	-12071	Veneto, Villabruna	Italy	U5b2b
GCP003.SG	-1547	Lazio, Collepardo, Grotta Regina Magherita	Italy	H3am
SUA003	-1162	Sardinia, Seulo, CA, Riparo sotto roccia Su Asedazzu	Italy	H1
ORC001	-1213	Sardinia, Perdasdefogu, NUO, S’Orcu ‘e Tueri	Italy	J1c3
ORC003	-1231	Sardinia, Perdasdefogu, NUO, S’Orcu ‘e Tueri	Italy	K1a4a1
ORC004	-1276	Sardinia, Perdasdefogu, NUO, S’Orcu ‘e Tueri	Italy	H3
ORC005	-1190	Sardinia, Perdasdefogu, NUO, S’Orcu ‘e Tueri	Italy	J1c3
ORC006	-1173	Sardinia, Perdasdefogu, NUO, S’Orcu ‘e Tueri	Italy	H1
ORC007	-1223	Sardinia, Perdasdefogu, NUO, S’Orcu ‘e Tueri	Italy	H1e1a
ORC008	-1073	Sardinia, Perdasdefogu, NUO, S’Orcu ‘e Tueri	Italy	H1
ORC009	-1112	Sardinia, Perdasdefogu, NUO, S’Orcu ‘e Tueri	Italy	T2b3
SUA006	-1178	Sardinia, Seulo, CA, Riparo sotto roccia Su Asedazzu	Italy	H3ay
MA82_noUDG	-1477	Seulo, CA, Riparo sotto roccia Su Cannisoni 1	Italy	H1
MA87_noUDG	-1038	Seulo, CA, Riparo sotto roccia Su Asedazzu	Italy	J2b1a
MA110_noUDG	-1147	Donori, CA, Ingurtosu Mannu	Italy	T2b3
MA112_renamed_noUDG	-1161	Cabras, OR, Is Arutas	Italy	V
MA138_noUDG	-1146	Cabras, OR, Is Arutas	Italy	H5a
FIL004	-3205	Sardinia, Macomer, NUO, Filigosa, t.1	Italy	H1
I16164	-2465	Sardinia, Sa Ucca de su Tintirriolu	Italy	K1a3
SID006	-2713	Sardinia, Ossi, SS, S'isteridolzu	Italy	J1c1
R22.SG	-1918	Sardinia, Su Crocefissu	Italy	HV0a
R27.SG	-2200	Sardinia, Su Crocefissu	Italy	H1e1a
R29.SG	-2200	Sardinia, Su Crocefissu	Italy	J2b1a
I14675	-2071	Sardinia, Serra Cabriles	Italy	J2b1a
I14677	-2379	Sardinia, Serra Cabriles	Italy	K1a1b1
I14678	-2297	Sardinia, Serra Cabriles	Italy	V
I14676	-2103	Sardinia, Serra Cabriles	Italy	J1c3
MA89_noUDG	-3248	Carbonia, CI, Cannas di Sotto, t. 12	Italy	K1b1a1
COR002	844	Bonnanaro, SAS, Corona Moltana/ Zarau	Italy	K1b1a1
COR001	933	Bonnanaro, SAS, Corona Moltana/ Zarau	Italy	K1b1a1
I12221	945	Sardinia, Sant'Elia Cape, Grotta Colombi	Italy	U5a2b3
S1249	-1700	Sardinia, Seulo, CA, Su Grutta ’e is Bittuleris	Italy	K1a4a1
S1250	-1700	Sardinia, Seulo, CA, Su Grutta ’e is Bittuleris	Italy	T2b3
S1252	-1700	Sardinia, Seulo, CA, Su Grutta ’e is Bittuleris	Italy	X2b3
S1253	-1700	Sardinia, Seulo, CA, Su Grutta ’e is Bittuleris	Italy	V
SUC009	-1717	Sardinia, Porto Torres, SAS, Su Crucifissu Mannu, t.22	Italy	J2a1a1
I3743	-2035	Sardinia, Seulo	Italy	H
SUA002	-2126	Sardinia, Seulo, CA, Riparo sotto roccia Su Asedazzu	Italy	H3
LON001	-1825	Sardinia, Seulo, CA, Grutta I de Longu Fresu	Italy	J2b1a8
ISB001	-1785	Sardinia, Seulo, CA, Su Grutta ’e is Bittuleris	Italy	H1
PJU002	-2195	Sardinia, Seneghe, OR, Padru Jossu	Italy	U5b2b5
SUA005	-2220	Sardinia, Seulo, CA, Riparo sotto roccia Su Asedazzu	Italy	H1
SUA007	-1954	Sardinia, Seulo, CA, Riparo sotto roccia Su Asedazzu	Italy	T2c1d
SUC001	-2070	Sardinia, Porto Torres, SAS, Su Crucifissu Mannu, t.16	Italy	U5b3
SUC003	-2013	Sardinia, Porto Torres, SAS, Su Crucifissu Mannu, t.16	Italy	J1c3
SUC004	-2235	Porto Torres, SAS, Su Crucifissu Mannu, t.16	Italy	K1a
SUC005	-2196	Sardinia, Porto Torres, SAS, Su Crucifissu Mannu, t.16	Italy	K1a4a1
SUC006	-2397	Porto Torres, SAS, Su Crucifissu Mannu, t.16	Italy	H1av
SUC007	-2371	Sardinia, Porto Torres, SAS, Su Crucifissu Mannu, t.16	Italy	J2a1a1
R28.SG	-2235	Porto Torres, SAS, Su Crucifissu Mannu, t.16	Italy	K1a
R26.SG	-2397	Porto Torres, SAS, Su Crucifissu Mannu, t.16	Italy	H1j9
ISC001	-2225	Sardinia, Usini, SS, S’Iscia ‘e sas Piras	Italy	T2b3
SUC002	-2131	Sardinia, Porto Torres, SAS, Su Crucifissu Mannu, t.16	Italy	J1c3
R25.SG	-2131	Sardinia, Porto Torres, SAS, Su Crucifissu Mannu, t.16	Italy	J1c3
MA78_noUDG	-2040	Seulo, CA, Riparo sotto roccia Su Asedazzu	Italy	H3u
MA85_noUDG	-1931	Seulo, CA, Su Stampu Erdi	Italy	H1e1a
MA88_noUDG	-2227	Seulo, CA, Riparo sotto roccia Su Asedazzu	Italy	U5b2b5
I16163	-626	Sardinia, Anghelu Ruju	Italy	J1c2
VIL006	-672	Sardinia, Villamar, VS, Villamar	Italy	L2a1c3b1
VIL007	-459	Sardinia, Villamar, VS, Villamar	Italy	K1a3a
VIL009	-450	Sardinia, Villamar, VS, Villamar	Italy	V
VIL010	-791	Sardinia, Villamar, VS, Villamar	Italy	H3
VIL011	-804	Sardinia, Villamar, VS, Villamar	Italy	K1a3a
MSR002	-724	Sardinia, Carbonia, CI, Monte Sirai	Italy	H13b1
MSR003	-550	Sardinia, Carbonia, CI, Monte Sirai	Italy	J1c3
ORC002	-299	Sardinia, Perdasdefogu, NUO, S’Orcu ‘e Tueri	Italy	HV0j
VIL004	-431	Sardinia, Villamar, VS, Villamar	Italy	I
I12220	644	Sardinia, Sant'Elia Cape, Grotta Colombi	Italy	U5a2a1
I12223	353	Sardinia, Sant'Elia Cape, Grotta Colombi	Italy	H
SEC005	-2398	Sardinia, Sennori, SS, Serra Crabiles, t.3	Italy	J1c3n'o'p
SEC002	-2402	Sardinia, Sennori, SS, Serra Crabiles, t.3	Italy	J1c3
SEC001	-2287	Sardinia, Sennori, SS, Serra Crabiles, t.3	Italy	J2b1a
SEC004	-2387	Sardinia, Sennori, SS, Serra Crabiles, t.3	Italy	K2b1a
SEC006	-2381	Sardinia, Sennori, SS, Serra Crabiles, t.3	Italy	J2b1a
I10552	-1284	Sardinia, Perdasdefogu	Italy	HV0
I10553	-1160	Sardinia, Perdasdefogu	Italy	J1c2
I10554	-1172	Sardinia, Perdasdefogu	Italy	J1c3
I3642	-1044	Sardinia, Alghero	Italy	R
I3741	-1138	Sardinia, Persasdefogu	Italy	V
I10502	-1201	Sardinia, Anulù Seui	Italy	T2b3
I16161	-1484	Sardinia, Anghelu Ruju	Italy	J1c3
I16170_enhanced	-1387	Sardinia, Anghelu Ruju	Italy	H3
I15939	-1550	Sardinia, Anghelu Ruju	Italy	J
I16170	-1387	Sardinia, Anghelu Ruju	Italy	H3
SNN001	1347	Sassari, SAS, San Nicola Necropoli Esterna	Italy	U5a1d2a
SNN002	1346	Sassari, SAS, San Nicola Necropoli Esterna	Italy	H1j2a
SNN003	1469	Sassari, SAS, San Nicola Necropoli Esterna	Italy	H3f1
SNN004	1276	Sassari, SAS, San Nicola Necropoli Esterna	Italy	J2b1a7
I15941	-2246	Sardinia, Anghelu Ruju	Italy	H1k
I15942	-2347	Sardinia, Anghelu Ruju	Italy	H4a1a
I15945	-3875	Sardinia, Anghelu Ruju	Italy	J2b1a
I15946	-4018	Sardinia, Anghelu Ruju	Italy	T2c1d
I16165	-3721	Sardinia, Sa Ucca de su Tintirriolu	Italy	V
I16166	-3796	Sardinia, Sa Ucca de su Tintirriolu	Italy	J1c1
I16168	-3857	Sardinia, Anghelu Ruju	Italy	U5b2b3
I16169	-2227	Sardinia, Anghelu Ruju	Italy	T2b3
I16183	-3214	Sardinia, Anghelu Ruju	Italy	J2a1a1
LON003	-4324	Sardinia, Seulo, CA, Grutta I de Longu Fresu	Italy	K1a2a
NOE001	-4140	Sardinia, Ossi, SS, Noeddale	Italy	H1
NOE002	-4182	Sardinia, Ossi, SS, Noeddale	Italy	HV0a
SID005	-4145	Sardinia, Ossi, SS, S'isteridolzu	Italy	K1a
SUC008	-3867	Sardinia, Porto Torres, SAS, Su Crucifissu Mannu, t.22	Italy	H4a1a
I15947	-3625	Sardinia, Anghelu Ruju	Italy	R
I15947_d	-3625	Sardinia, Anghelu Ruju	Italy	R
MA79_noUDG	-4095	Seulo, CA, Grutta I de Longu Fresu	Italy	U5b2b3
R24.SG	-3446	Sardinia, Su Crocefissu	Italy	U8b1b1
I15940	-2253	Sardinia, Anghelu Ruju	Italy	M1a1b1
I15943	-3773	Sardinia, Anghelu Ruju	Italy	U1a1a
AMC005	175	Alghero, SS, Aho M. Carru	Italy	L2a1
AMC014	205	Alghero, SS, Aho M. Carru	Italy	T2b
AMC001	178	Alghero, SS, Aho M. Carru	Italy	U6a7a
I4933	-2200	Sicily, Partanna, Pergole 2	Italy	R0a
I4936	-2200	Sicily, Salaputra, Partanna, Pergole 2	Italy	K1a
I4930	-2759	Sicily, Partanna, Pergole 2	Italy	H1e
I11442	-2181	Sicily, Buffa	Italy	K1a3a
I3122	-2123	Sicily, Buffa	Italy	T2b
I3123	-2171	Sicily, Buffa	Italy	U8b1b1
I3124	-1874	Sicily, Buffa	Italy	H71
I7796	-1781	Sicily, Contrada Paolina, Castellucciana	Italy	H
I7800	-1995	Sicily, Contrada Paolina, Castellucciana	Italy	H5a
