Gen_ID	DateMean	Locality	Pol_En	Y_hapgrp
ROS45.SG	-4694	"Grand-Est (East), Rosheim, Rosheim ""Mittelfeld"" ""Rosenmeer"""	France	I2a1a2
ROS78.SG	-4650	"Grand-Est (East), Rosheim, Rosheim ""Mittelfeld"" ""Rosenmeer"""	France	I2a1a2
WET370.SG	-3544	Grand-Est (East), Wettolsheim, Wettolsheim	France	H2
MDV248.SG	-5013	Hauts-de-France (North), Menneville, Derrière le village	France	H2a1
CBV95.SG	-2497	Hauts-de-France (North), Ciry_Salsogne, La Bouche-à-Vesle	France	R1b1a1a2
BLP10.SG	-4115	Hauts-de-France (North), Beaurieux, la Plaine	France	I2a1b1b
Es97-1.SG	-4550	Hauts-de-France (North), Escalles, Mont d'Hubert	France	I2a1a2
FLR001	-4464	Calvados, Fleury-sur-Orne	France	H2
FLR002	-4022	Calvados, Fleury-sur-Orne	France	H2
FLR003	-4426	Calvados, Fleury-sur-Orne	France	G2a2a1
FLR004	-4562	Calvados, Fleury-sur-Orne	France	H2
FLR005	-4351	Calvados, Fleury-sur-Orne	France	G2a2a1
FLR007	-4376	Calvados, Fleury-sur-Orne	France	G2a2a1a
FLR010	-4395	Calvados, Fleury-sur-Orne	France	G2a2a
FLR014	-4476	Calvados, Fleury-sur-Orne	France	H2
GRG003	-4500	"Yonne, Gurgy ""les Noisats"""	France	G2a2b2a1
GRG008	-4500	"France, Yonne, Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018, GRG023-GRG027, GRG021-GRG027, GRG018-GRG027, GRG023-GRG035, GRG016-GRG023, GRG016-GRG025, GRG016-GRG035, GRG016-GRG041, GRG015-GRG041, GRG008-GRG041, GRG018-GRG041, GRG021-GRG041, GRG023-GRG041, GRG027-GRG041, GRG035-GRG041, GRG057-GRG041, GRG057-GRG008, GRG057-GRG018, GRG057-GRG021, GRG057-GRG027)"	France	G2a2b2a1
GRG016	-4457	"France, Yonne, Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018, GRG023-GRG027, GRG021-GRG027, GRG018-GRG027, GRG023-GRG035, GRG016-GRG023, GRG016-GRG025, GRG016-GRG035, GRG016-GRG041, GRG015-GRG041, GRG008-GRG041, GRG018-GRG041, GRG021-GRG041, GRG023-GRG041, GRG027-GRG041, GRG035-GRG041, GRG057-GRG041, GRG057-GRG008, GRG057-GRG018, GRG057-GRG021, GRG057-GRG027)"	France	G2a2b2a1
GRG021	-4500	"France, Yonne, Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018, GRG023-GRG027, GRG021-GRG027, GRG018-GRG027, GRG023-GRG035, GRG016-GRG023, GRG016-GRG025, GRG016-GRG035, GRG016-GRG041, GRG015-GRG041, GRG008-GRG041, GRG018-GRG041, GRG021-GRG041, GRG023-GRG041, GRG027-GRG041, GRG035-GRG041, GRG057-GRG041, GRG057-GRG008, GRG057-GRG018, GRG057-GRG021, GRG057-GRG027)"	France	G2a2b2a1
GRG022	-4500	"Yonne, Gurgy ""les Noisats"""	France	H2
GRG023	-4500	"France, Yonne, Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018, GRG023-GRG027, GRG021-GRG027, GRG018-GRG027, GRG023-GRG035, GRG016-GRG023, GRG016-GRG025, GRG016-GRG035, GRG016-GRG041, GRG015-GRG041, GRG008-GRG041, GRG018-GRG041, GRG021-GRG041, GRG023-GRG041, GRG027-GRG041, GRG035-GRG041, GRG057-GRG041, GRG057-GRG008, GRG057-GRG018, GRG057-GRG021, GRG057-GRG027)"	France	G2a2b2a
GRG027	-4740	"France, Yonne, Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018, GRG023-GRG027, GRG021-GRG027, GRG018-GRG027, GRG023-GRG035, GRG016-GRG023, GRG016-GRG025, GRG016-GRG035, GRG016-GRG041, GRG015-GRG041, GRG008-GRG041, GRG018-GRG041, GRG021-GRG041, GRG023-GRG041, GRG027-GRG041, GRG035-GRG041, GRG057-GRG041, GRG057-GRG008, GRG057-GRG018, GRG057-GRG021, GRG057-GRG027)"	France	G2a2b2a1
GRG035	-4500	"France, Yonne, Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018, GRG023-GRG027, GRG021-GRG027, GRG018-GRG027, GRG023-GRG035, GRG016-GRG023, GRG016-GRG025, GRG016-GRG035, GRG016-GRG041, GRG015-GRG041, GRG008-GRG041, GRG018-GRG041, GRG021-GRG041, GRG023-GRG041, GRG027-GRG041, GRG035-GRG041, GRG057-GRG041, GRG057-GRG008, GRG057-GRG018, GRG057-GRG021, GRG057-GRG027)"	France	G2a2b2a
GRG041	-4500	"France, Yonne, Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018, GRG023-GRG027, GRG021-GRG027, GRG018-GRG027, GRG023-GRG035, GRG016-GRG023, GRG016-GRG025, GRG016-GRG035, GRG016-GRG041, GRG015-GRG041, GRG008-GRG041, GRG018-GRG041, GRG021-GRG041, GRG023-GRG041, GRG027-GRG041, GRG035-GRG041, GRG057-GRG041, GRG057-GRG008, GRG057-GRG018, GRG057-GRG021, GRG057-GRG027)"	France	H2
GRG043	-4500	"Yonne, Gurgy ""les Noisats"""	France	G2a2b2a
GRG047	-4500	"France, Yonne, Gurgy ""les Noisats"" Family A (2 members) (GRG047-GRG056 are 2d/3d rels)"	France	G2a2b2a1
GRG052	-4500	"Yonne, Gurgy ""les Noisats"""	France	G2a2b2a1a
GRG057	-4665	"France, Yonne, Gurgy ""les Noisats"" Family A (12 members) (we detect 21 2d/3d relative pairs: GRG008-GRG018, GRG023-GRG027, GRG021-GRG027, GRG018-GRG027, GRG023-GRG035, GRG016-GRG023, GRG016-GRG025, GRG016-GRG035, GRG016-GRG041, GRG015-GRG041, GRG008-GRG041, GRG018-GRG041, GRG021-GRG041, GRG023-GRG041, GRG027-GRG041, GRG035-GRG041, GRG057-GRG041, GRG057-GRG008, GRG057-GRG018, GRG057-GRG021, GRG057-GRG027)"	France	G2a2b2a1
OBN004	-4578	Bas-Rhin, Obernai	France	I2a1a2
OBN005	-4938	Bas-Rhin, Obernai	France	I2a1a2
OBN006	-5076	Bas-Rhin, Obernai	France	C1a2b
OBN007	-4427	Bas-Rhin, Obernai	France	I2a1a2
OBN011	-4599	Bas-Rhin, Obernai	France	I2a1a2
PRI001	-4268	Deux-Sèvres, Prissé-la-Charrière	France	I2a1a2a
PER3123.SG	-7100	Nouvelle-Aquitaine (South-West), Agris, Les Perrats	France	I2a1b2
EUG11.SG	-1932	Occitanie (South), Laure, Dolmen de Saint-Eugène	France	R1b1a1b
PIR3037AB.SG	-2045	Occitanie (South), Valros, Rec de Ligno	France	R1b1a1b1a
PIR3116B.SG	-2220	Occitanie (South), Valros, Rec de Ligno	France	R1b1a1b1
QUIN58.SG	-1650	Occitanie (South), Castelnaudary, Quinquiris	France	R1b1a1b
BES1248.SG	-500	Occitanie (South), Bessan, La Monédière	France	I1
PECH5.SG	-450	Occitanie (South), Sigean, Pech Maho	France	R1b1a1b1
PECH8.SG	-450	Occitanie (South), Sigean, Pech Maho	France	R1b1a1b1
PEY163.SG	-300	Occitanie (South), Agde, Le Peyrou	France	R1b1a1b
IND001.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	G2a2b2a1a1b1a2a1a
IND002.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	R1b1a2a1a2e2
IND003.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	R1b1a2a1a2
IND005.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	R1b1a2a1a
IND006.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	I2a2a1b2
IND007.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	R1b1a2a1a2c1g3
IND010.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	R1a1a
IND011.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	R1b1a2a1a2
IND012.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	R1b1a2a1a2
IND013.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	R1b1a2a1a2c1
IND014.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	R1b1a2a2c1a1a
IND015.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	G2a2
IND016.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	I1a2a1a2
IND017.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	R1b1a2a1a2
IND008.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	G2a2b2a1a1b1a2a1a
IND009.A_noUDG	600	North Rhine-Westphalia, Alt-Inden	Germany	E1b1b1a1b1a
ADN002_noUDG	800	Lower Saxony, Anderten	Germany	R1b1a2a1a1c2b2a1a1
ADN004_noUDG	800	Lower Saxony, Anderten	Germany	R1b1a2a1a1c2b2b1a2
ADN005_noUDG	800	Lower Saxony, Anderten	Germany	J2b2a1a1
ADN007_noUDG	800	Lower Saxony, Anderten	Germany	R1b1a2a1a2
ADN008_noUDG	800	Lower Saxony, Anderten	Germany	I1
ADN010_noUDG	800	Lower Saxony, Anderten	Germany	J2b2a1a1
ADN012_noUDG	800	Lower Saxony, Anderten	Germany	R1b1a2
ADN014_noUDG	800	Lower Saxony, Anderten	Germany	R1b1a2a1a1c2b2a1a2
ADN009_noUDG	800	Lower Saxony, Anderten	Germany	J2b2a1a1
ADN001_noUDG	800	Lower Saxony, Anderten	Germany	J2b2a1a1
ADN013_noUDG	800	Lower Saxony, Anderten	Germany	I2a2a1b2a1
I0806	-2267	Quedlinburg Site VII	Germany	R1b1a2a1a2
I1530	-2272	Rothenschirmbach	Germany	R1
I0805	-2302	Quedlinburg Site VII	Germany	R1b1a2
I5835	-2250	Irlbach LKR	Germany	R1b1a1b1a1a2b1
I1593	-3577	Blatterhole Cave	Germany	R1b1
I1594	-3190	Blatterhole Cave	Germany	R1
Burkhardtshohle_noUDG	-12670	Swabian Jura, Baden-Wurttemberg, Burkhardtshöhle, Westerheim	Germany	I
DRU003.A_noUDG	750	Lower Saxony, Drantum	Germany	R1a1a1b1a3b2
DRU005.A_noUDG	750	Lower Saxony, Drantum	Germany	I
DRU011.A_noUDG	750	Lower Saxony, Drantum	Germany	I1a1b
DRU012.A_noUDG	750	Lower Saxony, Drantum	Germany	R1b1a2a1a1c2b2a1a1a1
DRU014.A_noUDG	750	Lower Saxony, Drantum	Germany	I1
DUN002.A_noUDG	900	Lower Saxony, Dunum	Germany	R1b1a2a1a
DUN005.A_noUDG	900	Lower Saxony, Dunum	Germany	I1a1b
DUN006.A_noUDG	900	Lower Saxony, Dunum	Germany	R1b1a2a1a
DUN008.A_noUDG	900	Lower Saxony, Dunum	Germany	I2
DUN009.A_noUDG	900	Lower Saxony, Dunum	Germany	R1b1a2a1a1
DUN010.A_noUDG	900	Lower Saxony, Dunum	Germany	R1b1a2a1a1c1a
DUN011.A_noUDG	900	Lower Saxony, Dunum	Germany	R1b1a2a1a1
DUN012.A_noUDG	900	Lower Saxony, Dunum	Germany	I2a2
DUN013.A_noUDG	900	Lower Saxony, Dunum	Germany	R1b1a2a1a2
DUN001.B_noUDG	900	Lower Saxony, Dunum	Germany	R1b1a2a1a2
